"","Gene_name","Description","log2FC_type2-type1","q-value","sex"
"1160","RAP1A","Ras-related protein Rap-1A",0.0579618258232255,0.268615917813238,"female"
"1161","APRT","Adenine phosphoribosyltransferase",0.0566061301581335,0.318137317890074,"female"
"1162","UBE2G2","Ubiquitin-conjugating enzyme E2 G2",0.0565542979342073,0.327072439723449,"female"
"1163","F12","Coagulation factor XII",0.0559534850190548,0.356493732820387,"female"
"1164","C4BPA","C4b-binding protein alpha chain",0.0558727538725741,0.35974907067393,"female"
"1165","SSU72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72",0.0555673597288848,0.360891214701148,"female"
"1166","RPL30","60S ribosomal protein L30",0.0549569572738466,0.313596054541707,"female"
"1167","CRADD","Death domain-containing protein CRADD",0.0547350210882875,0.328504057495281,"female"
"1168","MAT2A","S-adenosylmethionine synthase isoform type-2",0.0545067053710611,0.313072541891491,"female"
"1169","WASHC5","WASH complex subunit 5",0.0541407999679002,0.322794930741434,"female"
"1170","CRKL","Crk-like protein",0.0539806196126822,0.294443337822626,"female"
"1171","STIP1","Stress-induced-phosphoprotein 1",0.0539713947656129,0.280706147888113,"female"
"1172","JCHAIN","Immunoglobulin J chain",0.0539538034417202,0.386361007239742,"female"
"1173","COPS4","COP9 signalosome complex subunit 4",0.0536029868093522,0.274754550402031,"female"
"1174","MARS1","Methionine--tRNA ligase, cytoplasmic",0.0529283917852617,0.360711416048987,"female"
"1175","MLIP","Muscular LMNA-interacting protein",0.0529045113992215,0.32507511391716,"female"
"1176","ATG4B","Cysteine protease ATG4B",0.0523841487852312,0.354962578063653,"female"
"1177","DCAF8","DDB1- and CUL4-associated factor 8",0.0519664047093435,0.3445009614118,"female"
"1178","MAPK3","Mitogen-activated protein kinase 3",0.05194523525204,0.334713848347377,"female"
"1179","SCFD1","Sec1 family domain-containing protein 1",0.0518105427109781,0.293331441219523,"female"
"1180","APPL1","DCC-interacting protein 13-alpha",0.0514057670583199,0.286605282059191,"female"
"1181","PPP6R1","Serine/threonine-protein phosphatase 6 regulatory subunit 1",0.051221755864189,0.364143786118548,"female"
"1182","SARS1","Serine--tRNA ligase, cytoplasmic",0.0503705816760451,0.283827598212658,"female"
"1183","THRAP3","Thyroid hormone receptor-associated protein 3",0.050356733904799,0.347929658463624,"female"
"1184","LTN1","E3 ubiquitin-protein ligase listerin",0.0503031931771662,0.367525113702151,"female"
"1185","COPS2","COP9 signalosome complex subunit 2",0.0497156465852822,0.285609188511226,"female"
"1186","ACTR3","Actin-related protein 3",0.0494903642778741,0.324240759796652,"female"
"1187","MRPL39","39S ribosomal protein L39, mitochondrial",0.0487692985535073,0.333770243024776,"female"
"1188","TSG101","Tumor susceptibility gene 101 protein",0.0484312024154008,0.349707021188769,"female"
"1189","ATP1A1","Sodium/potassium-transporting ATPase subunit alpha-1",0.0480341075320148,0.303261888069484,"female"
"1190","ARMC1","Armadillo repeat-containing protein 1",0.0479110861082148,0.325626456323234,"female"
"1191","H1-2","Histone H1.2",0.0478466558741424,0.329974215755958,"female"
"1192","STBD1","Starch-binding domain-containing protein 1",0.0477447689419233,0.318870943799212,"female"
"1193","H4C16","Histone H4",0.0472581008075039,0.324923713081693,"female"
"1194","EIF3D","Eukaryotic translation initiation factor 3 subunit D",0.0471987380726926,0.323631140651077,"female"
"1195","UBE2L3","Ubiquitin-conjugating enzyme E2 L3",0.0470998712835193,0.31440480572725,"female"
"1196","CSPG4","Chondroitin sulfate proteoglycan 4",0.0470128961272032,0.366201427397543,"female"
"1197","ACY1","Aminoacylase-1",0.0468377746991333,0.312454877531928,"female"
"1198","CDC34","Ubiquitin-conjugating enzyme E2 R1",0.0467670000943095,0.346124956233013,"female"
"1199","ABLIM2","Actin-binding LIM protein 2",0.0466801742937566,0.294443337822626,"female"
"1200","PML","Protein PML",0.0464182087348277,0.352355182147995,"female"
"1201","HNRNPDL","Heterogeneous nuclear ribonucleoprotein D-like",0.0460869922021079,0.284023232648074,"female"
"1202","ZYG11B","Protein zyg-11 homolog B",0.0460029767583396,0.360950910179756,"female"
"1203","BAX","Apoptosis regulator BAX",0.0454265026334184,0.326007501145639,"female"
"1204","EIF3M","Eukaryotic translation initiation factor 3 subunit M",0.0446271770285591,0.339775029388427,"female"
"1205","HS1BP3","HCLS1-binding protein 3",0.044497391967262,0.34725540473333,"female"
"1206","PFDN5","Prefoldin subunit 5",0.0443388933214361,0.342574341610718,"female"
"1207","IGHA1","Immunoglobulin heavy constant alpha 1",0.0443289638819486,0.390580253444786,"female"
"1208","ARHGDIA","Rho GDP-dissociation inhibitor 1",0.0440240949020154,0.315703640979505,"female"
"1209","KPNB1","Importin subunit beta-1",0.0440017620460633,0.273172691810166,"female"
"1210","POR","NADPH--cytochrome P450 reductase",0.0439230882386923,0.366051861488464,"female"
"1211","COASY","Bifunctional coenzyme A synthase",0.0438987381841347,0.327264764514011,"female"
"1212","CAMK2D","Calcium/calmodulin-dependent protein kinase type II subunit delta",0.0438138294929846,0.347929658463624,"female"
"1213","ECM1","Extracellular matrix protein 1",0.0436909392269964,0.368628330335656,"female"
"1214","UCHL1","Ubiquitin carboxyl-terminal hydrolase isozyme L1",0.0435005599900027,0.364906224361267,"female"
"1215","HNRNPL","Heterogeneous nuclear ribonucleoprotein L",0.0434013295132907,0.313072541891491,"female"
"1216","RPA2","Replication protein A 32 kDa subunit",0.0427544534603932,0.338993053582909,"female"
"1217","YWHAQ","14-3-3 protein theta",0.0424060148621432,0.35115969735752,"female"
"1218","IFITM3","Interferon-induced transmembrane protein 3",0.0422238995874231,0.369818320654903,"female"
"1219","GPS1","COP9 signalosome complex subunit 1",0.0421455878233967,0.34246145262749,"female"
"1220","PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",0.0417632271153643,0.292644316441767,"female"
"1221","SKIC8","SKI8 subunit of superkiller complex protein",0.0413822234885384,0.31582804155859,"female"
"1222","TACC2","Transforming acidic coiled-coil-containing protein 2",0.0412476545832252,0.319079182087825,"female"
"1223","FGB","Fibrinogen beta chain",0.041165803863894,0.365377041540925,"female"
"1224","VAT1","Synaptic vesicle membrane protein VAT-1 homolog",0.0409671361082964,0.349707021188769,"female"
"1225","ORM1","Alpha-1-acid glycoprotein 1",0.0409643677576028,0.360891214701148,"female"
"1226","ACE","Angiotensin-converting enzyme",0.0405916304833625,0.356493732820387,"female"
"1227","NSFL1C","NSFL1 cofactor p47",0.0402699940328599,0.316228036848367,"female"
"1228","PACSIN2","Protein kinase C and casein kinase substrate in neurons protein 2",0.0398522916569064,0.336001226962487,"female"
"1229","GLUL","Glutamine synthetase",0.0395796902416805,0.364143786118548,"female"
"1230","PSMD3","26S proteasome non-ATPase regulatory subunit 3",0.0384049975479357,0.32023367339183,"female"
"1231","ERP29","Endoplasmic reticulum resident protein 29",0.0383934300359225,0.35189117620158,"female"
"1232","DDX1","ATP-dependent RNA helicase DDX1",0.038362094427189,0.316071183130186,"female"
"1233","PSMD11","26S proteasome non-ATPase regulatory subunit 11",0.0380266776051865,0.299311004998556,"female"
"1234","SLC35E2B","Solute carrier family 35 member E2B",0.0372436012305002,0.392388746780619,"female"
"1235","HNRNPM","Heterogeneous nuclear ribonucleoprotein M",0.0370488973284591,0.336018461314547,"female"
"1236","PITPNB","Phosphatidylinositol transfer protein beta isoform",0.0369548761009266,0.359792037044928,"female"
"1237","FAM114A2","Protein FAM114A2",0.0359450823075314,0.360711416048987,"female"
"1238","COPS3","COP9 signalosome complex subunit 3",0.0357142854239996,0.345477059155595,"female"
"1239","POTEE","POTE ankyrin domain family member E",0.0356431650107076,0.389932435926051,"female"
"1240","ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic",0.0355331904863618,0.339149620320952,"female"
"1241","TXNRD1","Thioredoxin reductase 1, cytoplasmic",0.0354328276325973,0.312746715640139,"female"
"1242","TDRD7","Tudor domain-containing protein 7",0.0354204723299318,0.393435670428765,"female"
"1243","NEDD8","NEDD8",0.0354029290851745,0.361456489535266,"female"
"1244","PRKAA2","5'-AMP-activated protein kinase catalytic subunit alpha-2",0.034811808419672,0.306346714808335,"female"
"1245","PDCD5","Programmed cell death protein 5",0.0347039301527285,0.357098861555585,"female"
"1246","ARPC4","Actin-related protein 2/3 complex subunit 4",0.0346622407526525,0.374702121919759,"female"
"1247","HPX","Hemopexin",0.034339958677073,0.360950910179756,"female"
"1248","OTUB1","Ubiquitin thioesterase OTUB1",0.0343180313376692,0.339149620320952,"female"
"1249","VASP","Vasodilator-stimulated phosphoprotein",0.0343016836269232,0.367654585019093,"female"
"1250","ANKRD1","Ankyrin repeat domain-containing protein 1",0.0343011383080345,0.400520316009924,"female"
"1251","RTN3","Reticulon-3",0.0342181947092222,0.370272661394417,"female"
"1252","PSMB1","Proteasome subunit beta type-1",0.0338505389884247,0.350864452831139,"female"
"1253","PARK7","Parkinson disease protein 7",0.033717260155985,0.34382967043517,"female"
"1254","NME1","Nucleoside diphosphate kinase A",0.0335608582687517,0.347929658463624,"female"
"1255","RPS10","40S ribosomal protein S10",0.0334385998886972,0.342603436840133,"female"
"1256","RPL7A","60S ribosomal protein L7a",0.0331057205808154,0.350864452831139,"female"
"1257","SYNCRIP","Heterogeneous nuclear ribonucleoprotein Q",0.0328768604288427,0.329974215755958,"female"
"1258","AS3MT","Arsenite methyltransferase",0.0327704124131323,0.345177086484824,"female"
"1259","SEC24C","Protein transport protein Sec24C",0.0325831092717621,0.369818320654903,"female"
"1260","CLTC","Clathrin heavy chain 1",0.0320686907475771,0.324437528734307,"female"
"1261","HSPA5","Endoplasmic reticulum chaperone BiP",0.0320385391483775,0.356493732820387,"female"
"1262","PSMA4","Proteasome subunit alpha type-4",0.03144946224295,0.361318232484581,"female"
"1263","MT-CYB","Cytochrome b",0.0313425220735031,0.372746100504009,"female"
"1264","SYNE2","Nesprin-2",0.0312112785223402,0.344842753487096,"female"
"1265","F2","Prothrombin",0.0307275012492578,0.370195962951783,"female"
"1266","ERLIN2","Erlin-2",0.0306836940143924,0.366201427397543,"female"
"1267","PSMA7","Proteasome subunit alpha type-7",0.0305735423969953,0.357115611011068,"female"
"1268","MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3",0.030326932425158,0.3486256290229,"female"
"1269","CFH","Complement factor H",0.0302472140369225,0.363346908902732,"female"
"1270","AGT","Angiotensinogen",0.0301086154987562,0.383770168951879,"female"
"1271","PSMB3","Proteasome subunit beta type-3",0.030040215940474,0.356629153018396,"female"
"1272","CAPZA2","F-actin-capping protein subunit alpha-2",0.0299441177842041,0.343425428368504,"female"
"1273","SNRPE","Small nuclear ribonucleoprotein E",0.0299378877750964,0.371988624088082,"female"
"1274","CDH13","Cadherin-13",0.0297269817903931,0.348255051692159,"female"
"1275","CLEC3B","Tetranectin",0.0293193070999678,0.373311824899376,"female"
"1276","PSMB6","Proteasome subunit beta type-6",0.0292156867787057,0.369029608681046,"female"
"1277","MAPRE3","Microtubule-associated protein RP/EB family member 3",0.028467303758374,0.372083078449163,"female"
"1278","SHMT1","Serine hydroxymethyltransferase, cytosolic",0.0281496101757934,0.380747173288017,"female"
"1279","KLHL41","Kelch-like protein 41",0.0278831035339131,0.356822127163581,"female"
"1280","SSBP1","Single-stranded DNA-binding protein, mitochondrial",0.0274999408546499,0.372083078449163,"female"
"1281","UROD","Uroporphyrinogen decarboxylase",0.0274110756463024,0.371988624088082,"female"
"1282","MRPL50","39S ribosomal protein L50, mitochondrial",0.0272813501214273,0.382757146047109,"female"
"1283","MRPL49","39S ribosomal protein L49, mitochondrial",0.0269960412137991,0.384357300128818,"female"
"1284","TUBA4A","Tubulin alpha-4A chain",0.0265745168882106,0.356493732820387,"female"
"1285","PFDN6","Prefoldin subunit 6",0.026451545150616,0.360139313407946,"female"
"1286","TMED2","Transmembrane emp24 domain-containing protein 2",0.0263989478725311,0.388265566964105,"female"
"1287","ESYT2","Extended synaptotagmin-2",0.0263202202398691,0.381148986532516,"female"
"1288","HNRNPUL2","Heterogeneous nuclear ribonucleoprotein U-like protein 2",0.025773545629864,0.362657099567563,"female"
"1289","ST13","Hsc70-interacting protein",0.0256822018353997,0.359792037044928,"female"
"1290","SLMAP","Sarcolemmal membrane-associated protein",0.0255269132860025,0.368628330335656,"female"
"1291","LYPLA1","Acyl-protein thioesterase 1",0.0254108511802649,0.368954725410886,"female"
"1292","RRAS","Ras-related protein R-Ras",0.0253107297597595,0.366201427397543,"female"
"1293","PARP1","Poly [ADP-ribose] polymerase 1",0.0251789319999993,0.364906224361267,"female"
"1294","ESD","S-formylglutathione hydrolase",0.0251157892887868,0.365620023508226,"female"
"1295","PPP1R2","Protein phosphatase inhibitor 2",0.0249400590958864,0.368546528920768,"female"
"1296","HRG","Histidine-rich glycoprotein",0.0247094730421882,0.388611218402838,"female"
"1297","ELOC","Elongin-C",0.0246399440050311,0.35974907067393,"female"
"1298","GNPDA1","Glucosamine-6-phosphate isomerase 1",0.0246330549415408,0.35974907067393,"female"
"1299","NID1","Nidogen-1",0.024579340976878,0.356493732820387,"female"
"1300","CD34","Hematopoietic progenitor cell antigen CD34",0.0244306014676852,0.388505956099461,"female"
"1301","RPSA","40S ribosomal protein SA",0.0243878687000283,0.366038363414909,"female"
"1302","MRPL30","39S ribosomal protein L30, mitochondrial",0.0241450683127926,0.395344551503162,"female"
"1303","STUB1","E3 ubiquitin-protein ligase CHIP",0.0240706422324894,0.360711416048987,"female"
"1304","GSN","Gelsolin",0.0240141168089725,0.365367194925093,"female"
"1305","FHOD1","FH1/FH2 domain-containing protein 1",0.0239558168701759,0.364667892734825,"female"
"1306","CTSC","Dipeptidyl peptidase 1",0.0238257630459024,0.388505956099461,"female"
"1307","QKI","KH domain-containing RNA-binding protein QKI",0.0237828110339109,0.372746100504009,"female"
"1308","FHL1","Four and a half LIM domains protein 1",0.0235699968434169,0.35974907067393,"female"
"1309","AP2M1","AP-2 complex subunit mu",0.0232906927634371,0.372280052189702,"female"
"1310","CAMK2G","Calcium/calmodulin-dependent protein kinase type II subunit gamma",0.0230748988163292,0.366038363414909,"female"
"1311","CTSB","Cathepsin B",0.0223862046675549,0.369151656067185,"female"
"1312","COPB1","Coatomer subunit beta",0.0223062858458185,0.378676089334744,"female"
"1313","C3","Complement C3",0.022004667899747,0.376652556578404,"female"
"1314","AHCYL2","Adenosylhomocysteinase 3",0.0219326722874715,0.375610136364549,"female"
"1315","PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit",0.0216838277307332,0.36756752365652,"female"
"1316","DDOST","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",0.0215918310401815,0.38642087790237,"female"
"1317","PRKCSH","Glucosidase 2 subunit beta",0.0215811803404193,0.372280052189702,"female"
"1318","PRSS3","Trypsin-3",0.0215671706465965,0.387908441763261,"female"
"1319","GLOD4","Glyoxalase domain-containing protein 4",0.0214881863124727,0.356265190580754,"female"
"1320","ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4",0.0213794564885337,0.386849353775659,"female"
"1321","SPARC","SPARC",0.0213270005875739,0.373533013977056,"female"
"1322","NME2","Nucleoside diphosphate kinase B",0.0213159009750488,0.369151656067185,"female"
"1323","RALA","Ras-related protein Ral-A",0.021295157836283,0.3877077190935,"female"
"1324","LMOD2","Leiomodin-2",0.021080587615069,0.372746100504009,"female"
"1325","APOH","Beta-2-glycoprotein 1",0.0210275333167864,0.383368130117779,"female"
"1326","ACTA2","Actin, aortic smooth muscle",0.0210185156488869,0.364143786118548,"female"
"1327","NCK1","Cytoplasmic protein NCK1",0.0207624216502058,0.387399415559198,"female"
"1328","IMPDH2","Inosine-5'-monophosphate dehydrogenase 2",0.0203408394209461,0.368148504050387,"female"
"1329","PRDX2","Peroxiredoxin-2",0.0201709497448235,0.367982994831696,"female"
